Rank;Sourceid;Title;Type;Issn;SJR;SJR Best Quartile;H index;Total Docs. (2017);Total Docs. (3years);Total Refs.;Total Cites (3years);Citable Docs. (3years);Cites / Doc. (2years);Ref. / Doc.;Country;Publisher;Categories
2709;73153;"Weed Biology and Management";journal;"14456664, 14446162";0,512;Q2;30;17;64;788;69;64;0,83;46,35;United Kingdom;"Blackwell Publishing Inc.";"Agronomy and Crop Science (Q2)"
2710;28845;"Nursing Inquiry";journal;"14401800, 13207881";0,511;Q2;43;53;115;2257;165;106;1,27;42,58;United Kingdom;"Blackwell Publishing Inc.";"Nursing (miscellaneous) (Q2)"
2711;13902;"Cellular and Molecular Biology Letters";journal;"14258153, 16891392";0,510;Q3;43;33;133;1522;198;131;1,24;46,12;United Kingdom;"BioMed Central Ltd.";"Biochemistry (Q3); Cell Biology (Q4); Molecular Biology (Q4)"
2712;21100814040;"Environmental Geotechnics";journal;"2051803X";0,510;Q2;8;19;146;574;103;125;0,87;30,21;United Kingdom;"ICE Publishing Ltd.";"Environmental Engineering (Q2); Geotechnical Engineering and Engineering Geology (Q2); Management, Monitoring, Policy and Law (Q2); Nature and Landscape Conservation (Q2); Waste Management and Disposal (Q2); Water Science and Technology (Q2); Environmental Chemistry (Q3); Geochemistry and Petrology (Q3)"
2713;21100238638;"Global Policy";journal;"17585899, 17585880";0,510;Q2;22;144;259;5404;237;221;1,07;37,53;United Kingdom;"John Wiley and Sons Ltd";"Economics and Econometrics (Q2); Law (Q2); Management, Monitoring, Policy and Law (Q2); Political Science and International Relations (Q2); Global and Planetary Change (Q3)"
2714;29512;"Radiation Measurements";journal;"13504487";0,509;Q2;81;192;555;4235;691;517;1,21;22,06;United Kingdom;"Elsevier Ltd.";"Instrumentation (Q2); Radiation (Q2)"
2715;18520;"Cytopathology";journal;"09565507, 13652303";0,509;Q2;41;99;253;1971;246;173;1,20;19,91;United Kingdom;"Blackwell Publishing Inc.";"Medicine (miscellaneous) (Q2); Histology (Q3); Pathology and Forensic Medicine (Q3)"
2716;29925;"Seminars in Oncology Nursing";journal;"07492081";0,509;Q3;39;57;117;3165;159;102;1,88;55,53;United Kingdom;"W. B. Saunders Co., Ltd.";"Oncology (nursing) (Q3)"
2717;28216;"Geocarto International";journal;"10106049";0,508;Q2;27;160;207;4591;283;197;1,26;28,69;United Kingdom;"Taylor & Francis";"Geography, Planning and Development (Q2); Water Science and Technology (Q2)"
2718;21100411363;"Multimedia manual of cardiothoracic surgery : MMCTS / European Association for Cardio-Thoracic Surgery";journal;"18139175";0,508;Q2;6;21;97;0;67;92;0,51;0,00;United Kingdom;"Oxford University Press";"Medicine (miscellaneous) (Q2)"
2719;99172;"Norwegian Archaeological Review";journal;"00293652";0,508;Q1;19;15;46;771;29;24;0,87;51,40;United Kingdom;"Taylor & Francis";"Archeology (arts and humanities) (Q1)"
2720;6000152912;"British Journal of Aesthetics";journal;"00070904, 14682842";0,508;Q1;21;27;83;853;44;82;0,48;31,59;United Kingdom;"Oxford University Press";"Philosophy (Q1)"
2721;16511;"Australian Journal of Public Administration";journal;"03136647";0,508;Q2;35;55;132;1875;140;125;1,12;34,09;United Kingdom;"Blackwell Publishing Inc.";"Public Administration (Q2); Sociology and Political Science (Q2)"
2722;12126;"Behaviour Change";journal;"08134839";0,508;Q2;31;14;58;968;58;56;1,23;69,14;United Kingdom;"Cambridge University Press";"Clinical Psychology (Q2); Experimental and Cognitive Psychology (Q3)"
2723;21100852973;"JRSM Short Reports";journal;"20425333";0,507;Q2;5;0;15;0;20;13;0,00;0,00;United Kingdom;"SAGE Publications Ltd";"Medicine (miscellaneous) (Q2)"
2724;19700201670;"CYTA - Journal of Food";journal;"19476337, 19476345";0,507;Q2;15;83;223;3292;313;222;1,43;39,66;United Kingdom;"Taylor and Francis Inc.";"Chemical Engineering (miscellaneous) (Q2); Chemistry (miscellaneous) (Q2); Industrial and Manufacturing Engineering (Q2)"
2725;21100200627;"Northern Lights";journal;"20400586, 1601829X";0,507;Q1;6;9;19;541;13;19;0,60;60,11;United Kingdom;"Intellect Publishers";"Visual Arts and Performing Arts (Q1); Communication (Q2)"
2726;4700152306;"International Journal of Mining, Reclamation and Environment";journal;"17480930, 17480949";0,506;Q2;14;80;104;1485;109;93;1,14;18,56;United Kingdom;"Taylor & Francis";"Earth-Surface Processes (Q2); Geology (Q2); Geotechnical Engineering and Engineering Geology (Q2); Management of Technology and Innovation (Q2)"
2727;144960;"Education and Training";journal;"00400912";0,506;Q1;51;74;175;3502;316;175;1,63;47,32;United Kingdom;"Emerald Group Publishing Ltd.";"Business, Management and Accounting (miscellaneous) (Q1); Education (Q2); Life-span and Life-course Studies (Q2)"
2728;18735;"Accountability in Research";journal;"08989621";0,506;Q1;23;33;86;1381;90;66;1,46;41,85;United Kingdom;"Taylor & Francis";"Library and Information Sciences (Q1); Education (Q2); Medicine (miscellaneous) (Q2)"
2729;13005;"Journal of Low Frequency Noise Vibration and Active Control";journal;"20484046, 14613484";0,506;Q2;16;26;77;774;127;76;1,79;29,77;United Kingdom;"SAGE Publications";"Acoustics and Ultrasonics (Q2); Building and Construction (Q2); Civil and Structural Engineering (Q2); Geophysics (Q2); Mechanical Engineering (Q2); Mechanics of Materials (Q2)"
2730;14143;"Experimental Aging Research";journal;"10964657, 0361073X";0,504;Q2;43;32;92;1433;108;92;1,05;44,78;United Kingdom;"Taylor & Francis";"Arts and Humanities (miscellaneous) (Q2); Geriatrics and Gerontology (Q2); Psychology (miscellaneous) (Q2); Aging (Q3)"
2731;21100803392;"Cross Cultural and Strategic Management";journal;"20595794";0,504;Q1;30;37;83;2777;132;81;1,77;75,05;United Kingdom;"Emerald Group Publishing Ltd.";"Cultural Studies (Q1); Business and International Management (Q2); Organizational Behavior and Human Resource Management (Q2); Sociology and Political Science (Q2); Strategy and Management (Q2)"
2732;26074;"Transfusion and Apheresis Science";journal;"14730502";0,504;Q3;49;208;485;5411;582;412;1,65;26,01;United Kingdom;"Elsevier Ltd.";"Hematology (Q3)"
2733;21100780794;"Engineering";journal;"20958099";0,503;Q1;8;57;50;2181;129;42;3,07;38,26;United Kingdom;"Elsevier Limited";"Computer Science (miscellaneous) (Q1); Engineering (miscellaneous) (Q1); Chemical Engineering (miscellaneous) (Q2); Energy Engineering and Power Technology (Q2); Environmental Engineering (Q2); Materials Science (miscellaneous) (Q2)"
2734;19700169607;"Annals of Public and Cooperative Economics";journal;"13704788, 14678292";0,503;Q2;29;35;98;1723;126;96;0,89;49,23;United Kingdom;"Blackwell Publishing Inc.";"Economics and Econometrics (Q2); Sociology and Political Science (Q2)"
2735;21552;"Environmental Technology (United Kingdom)";journal;"09593330";0,503;Q2;62;646;1038;12819;1654;1031;1,53;19,84;United Kingdom;"Taylor & Francis";"Medicine (miscellaneous) (Q2); Waste Management and Disposal (Q2); Water Science and Technology (Q2); Environmental Chemistry (Q3)"
2736;144739;"Facilities";journal;"02632772";0,503;Q1;35;47;147;2257;220;144;1,34;48,02;United Kingdom;"Emerald Group Publishing Ltd.";"Architecture (Q1); Building and Construction (Q2); Human Factors and Ergonomics (Q2)"
2737;5700163951;"International Journal of Cultural Policy";journal;"14772833, 10286632";0,502;Q1;16;79;139;2349;136;111;1,09;29,73;United Kingdom;"Routledge";"Cultural Studies (Q1); Sociology and Political Science (Q2)"
2738;21100844181;"International Journal of Tourism Cities";journal;"20565615, 20565607";0,502;Q2;1;12;1;701;1;1;1,00;58,42;United Kingdom;"Emerald Group Publishing Ltd.";"Tourism, Leisure and Hospitality Management (Q2)"
2739;14971;"European Journal of Finance";journal;"14664364, 1351847X";0,502;Q1;24;86;210;2641;176;185;0,80;30,71;United Kingdom;"Chapman & Hall";"Economics, Econometrics and Finance (miscellaneous) (Q1)"
2740;144819;"International Journal of Sustainability in Higher Education";journal;"14676370";0,502;Q2;46;75;119;3685;243;119;1,73;49,13;United Kingdom;"Emerald Group Publishing Ltd.";"Education (Q2); Human Factors and Ergonomics (Q2)"
2741;21100381004;"CNS oncology";journal;"20450915";0,502;Q2;11;16;121;0;157;101;1,66;0,00;United Kingdom;"Future Medicine Ltd.";"Medicine (miscellaneous) (Q2)"
2742;19900191819;"Women's Studies in Communication";journal;"07491409, 2152999X";0,502;Q2;20;32;90;1339;80;87;0,94;41,84;United Kingdom;"Taylor & Francis";"Communication (Q2); Gender Studies (Q2)"
2743;21100405404;"Science and Technology for the Built Environment";journal;"23744731, 2374474X";0,501;Q2;48;129;314;3540;329;290;1,16;27,44;United Kingdom;"Taylor and Francis Ltd.";"Building and Construction (Q2); Environmental Engineering (Q2); Fluid Flow and Transfer Processes (Q2)"
2744;29653;"Quantum Electronics";journal;"10637818, 14684799";0,501;Q2;39;208;634;5241;691;632;1,10;25,20;United Kingdom;"Turpion Ltd";"Atomic and Molecular Physics, and Optics (Q2); Electrical and Electronic Engineering (Q2); Electronic, Optical and Magnetic Materials (Q2); Statistical and Nonlinear Physics (Q3)"
2745;29831;"International Journal of Social Welfare";journal;"13696866, 14682397";0,501;Q2;37;40;124;1800;147;113;0,79;45,00;United Kingdom;"Blackwell Publishing Inc.";"Social Work (Q2); Sociology and Political Science (Q2)"
2746;33461;"Soil Science and Plant Nutrition";journal;"00380768";0,501;Q2;48;77;277;3191;357;261;1,19;41,44;United Kingdom;"Taylor & Francis";"Plant Science (Q2); Soil Science (Q2)"
2747;18993;"New Genetics and Society";journal;"14699915, 14636778";0,500;Q2;29;19;63;1019;100;59;1,97;53,63;United Kingdom;"Carfax Publishing Ltd.";"Health Policy (Q2); Health (social science) (Q2); Issues, Ethics and Legal Aspects (Q2); Genetics (Q3)"
2748;28240;"Journal of Pediatric Nursing";journal;"15328449, 08825963";0,500;Q1;49;166;423;5131;532;389;1,45;30,91;United Kingdom;"W. B. Saunders Co., Ltd.";"Pediatrics (Q1)"
2749;21100792556;"Composites Communications";journal;"24522139";0,500;Q2;4;54;16;1308;29;16;1,81;24,22;United Kingdom;"Elsevier Limited";"Ceramics and Composites (Q2); Materials Chemistry (Q2); Mechanics of Materials (Q2); Polymers and Plastics (Q2)"
2750;21100450065;"Frontiers in Offshore Geotechnics III - Proceedings of the 3rd International Symposium on Frontiers in Offshore Geotechnics, ISFOG 2015";conference and proceedings;"-";0,500;-;6;0;100;0;67;97;0,69;0,00;United Kingdom;"";"Building and Construction; Energy Engineering and Power Technology; Renewable Energy, Sustainability and the Environment"
2751;19900191349;"Critical Policy Studies";journal;"19460171, 1946018X";0,500;Q2;18;43;110;1147;122;90;1,05;26,67;United Kingdom;"Routledge";"Public Administration (Q2); Sociology and Political Science (Q2)"
2752;144664;"British Food Journal";journal;"0007070X";0,500;Q1;64;206;500;10156;840;495;1,42;49,30;United Kingdom;"Emerald Group Publishing Ltd.";"Business, Management and Accounting (miscellaneous) (Q1); Food Science (Q2)"
2753;19900191744;"Equality, Diversity and Inclusion";journal;"20407149, 17587093";0,500;Q1;16;45;126;2966;144;124;1,01;65,91;United Kingdom;"Emerald Group Publishing Ltd.";"Cultural Studies (Q1); Gender Studies (Q2); Organizational Behavior and Human Resource Management (Q2); Sociology and Political Science (Q2)"
2754;28491;"Economics of Transition";journal;"09670750, 14680351";0,499;Q2;44;25;68;1041;77;68;1,21;41,64;United Kingdom;"Blackwell Publishing Inc.";"Economics and Econometrics (Q2)"
2755;19900191904;"Family Science";journal;"19424620, 19424639";0,499;Q1;11;0;53;0;58;48;1,20;0,00;United Kingdom;"Taylor & Francis";"Anthropology (Q1); Social Psychology (Q2); Sociology and Political Science (Q2)"
2756;26309;"Quarterly Journal of Mechanics and Applied Mathematics";journal;"00335614";0,499;Q2;31;27;58;696;59;57;1,04;25,78;United Kingdom;"Oxford University Press";"Condensed Matter Physics (Q2); Mechanical Engineering (Q2); Mechanics of Materials (Q2); Applied Mathematics (Q3)"
2757;29254;"Nursing Philosophy";journal;"14667681, 1466769X";0,498;Q2;29;37;87;1402;100;76;1,17;37,89;United Kingdom;"Blackwell Publishing Inc.";"Issues, Ethics and Legal Aspects (Q2); Medicine (miscellaneous) (Q2); Research and Theory (Q2)"
2758;15432;"Bioscience, Biotechnology and Biochemistry";journal;"13476947, 09168451";0,498;Q2;101;333;954;10887;1195;936;1,26;32,69;United Kingdom;"Taylor & Francis";"Analytical Chemistry (Q2); Applied Microbiology and Biotechnology (Q2); Biotechnology (Q2); Medicine (miscellaneous) (Q2); Biochemistry (Q3); Organic Chemistry (Q3); Molecular Biology (Q4)"
2759;29804;"International Journal of Accounting";journal;"10944060";0,498;Q2;45;26;77;1010;72;61;0,83;38,85;United Kingdom;"Elsevier Ltd.";"Accounting (Q2); Finance (Q2)"
2760;21100269613;"Transnational Environmental Law";journal;"20471033, 20471025";0,498;Q2;12;29;55;1353;55;52;1,00;46,66;United Kingdom;"Cambridge University Press";"Law (Q2); Management, Monitoring, Policy and Law (Q2)"
2761;19880;"Advanced Composite Materials";journal;"09243046, 15685519";0,498;Q2;22;67;136;1196;148;128;0,96;17,85;United Kingdom;"Taylor & Francis";"Ceramics and Composites (Q2); Mechanical Engineering (Q2); Mechanics of Materials (Q2)"
2762;6500153189;"British Journal for the History of Philosophy";journal;"09608788";0,498;Q1;16;76;179;2157;71;160;0,38;28,38;United Kingdom;"Taylor & Francis";"Philosophy (Q1)"
2763;5700168957;"Educational Action Research";journal;"09650792, 17475074";0,497;Q2;21;84;122;2382;103;107;1,03;28,36;United Kingdom;"Triangle Journals Ltd.";"Education (Q2)"
2764;12209;"Laser and Particle Beams";journal;"02630346, 1469803X";0,497;Q2;48;94;280;2854;309;276;1,20;30,36;United Kingdom;"Cambridge University Press";"Atomic and Molecular Physics, and Optics (Q2); Condensed Matter Physics (Q2); Electrical and Electronic Engineering (Q2)"
2765;17913;"Techniques in Vascular and Interventional Radiology";journal;"10892516";0,497;Q3;31;45;124;1225;186;107;1,97;27,22;United Kingdom;"W. B. Saunders Co., Ltd.";"Cardiology and Cardiovascular Medicine (Q3); Radiology, Nuclear Medicine and Imaging (Q3)"
2766;22822;"International Forestry Review";journal;"14655489";0,497;Q2;38;28;137;1608;177;136;1,11;57,43;United Kingdom;"Commonwealth Forestry Association";"Ecology (Q2); Forestry (Q2); Geography, Planning and Development (Q2)"
2767;3900148210;"Evidence and Policy";journal;"17442648";0,496;Q2;25;36;95;1738;124;87;1,00;48,28;United Kingdom;"The Policy Press";"Social Sciences (miscellaneous) (Q2); Cardiology and Cardiovascular Medicine (Q3); Orthopedics and Sports Medicine (Q3); Physiology (Q3)"
2768;23150;"IMA Journal of Mathematical Control and Information";journal;"14716879, 02650754";0,496;Q2;31;76;109;2156;127;109;1,04;28,37;United Kingdom;"Oxford University Press";"Control and Optimization (Q2); Control and Systems Engineering (Q2); Applied Mathematics (Q3)"
2769;13350;"Alcheringa";journal;"03115518";0,496;Q2;26;66;133;3031;128;131;0,99;45,92;United Kingdom;"Taylor & Francis";"Paleontology (Q2); Ecology, Evolution, Behavior and Systematics (Q3)"
2770;21100329302;"Journal of Information Literacy";journal;"17505968";0,495;Q1;4;14;68;631;44;43;0,97;45,07;United Kingdom;"CILIP Information Literacy Group";"Library and Information Sciences (Q1); Education (Q2); E-learning (Q2)"
2771;13772;"Journal of Laryngology and Otology";journal;"00222151";0,495;Q2;55;215;833;4568;735;748;0,99;21,25;United Kingdom;"Cambridge University Press";"Medicine (miscellaneous) (Q2); Otorhinolaryngology (Q2)"
2772;17700156736;"Energy Procedia";conference and proceedings;"18766102";0,495;-;56;5305;7546;82542;10772;7439;1,32;15,56;United Kingdom;"";"Energy (miscellaneous)"
2773;19600157712;"Libyan Journal of Medicine";journal;"18196357, 19932820";0,494;Q2;14;14;80;504;104;56;1,77;36,00;United Kingdom;"Taylor & Francis";"Medicine (miscellaneous) (Q2)"
2774;6000152799;"Journal of Visual Culture";journal;"14704129";0,494;Q1;19;18;120;562;49;119;0,17;31,22;United Kingdom;"SAGE Publications";"Visual Arts and Performing Arts (Q1); Communication (Q2)"
2775;27122;"Applied Nursing Research";journal;"08971897, 15328201";0,494;Q2;45;134;318;4359;382;307;1,15;32,53;United Kingdom;"W. B. Saunders Co., Ltd.";"Nursing (miscellaneous) (Q2)"
2776;17512;"Journal of Water and Health";journal;"14778920";0,493;Q2;50;94;287;3594;394;286;1,29;38,23;United Kingdom;"International Water Association Publishing";"Public Health, Environmental and Occupational Health (Q2); Waste Management and Disposal (Q2); Water Science and Technology (Q2); Infectious Diseases (Q3); Microbiology (medical) (Q3)"
2777;25659;"Journal of Navigation";journal;"14697785, 03734633";0,493;Q2;40;96;253;2272;385;249;1,56;23,67;United Kingdom;"Cambridge University Press";"Ocean Engineering (Q2); Oceanography (Q2)"
2778;19900193816;"Numerical Mathematics";journal;"10048979";0,493;Q2;14;43;90;1269;61;87;0,63;29,51;United Kingdom;"Cambridge University Press";"Modeling and Simulation (Q2); Applied Mathematics (Q3); Computational Mathematics (Q3); Control and Optimization (Q3)"
2779;20871;"Transportation Planning and Technology";journal;"03081060, 10290354";0,492;Q2;32;54;149;2040;126;142;0,73;37,78;United Kingdom;"Taylor & Francis";"Geography, Planning and Development (Q2); Transportation (Q2)"
2780;12892;"Refugee Survey Quarterly";journal;"10204067";0,492;Q2;18;23;65;1025;50;61;0,67;44,57;United Kingdom;"Oxford University Press";"Geography, Planning and Development (Q2); Political Science and International Relations (Q2)"
2781;27206;"Solid-State Electronics";journal;"00381101";0,492;Q2;82;223;667;5132;1123;652;1,79;23,01;United Kingdom;"Elsevier Ltd.";"Condensed Matter Physics (Q2); Electrical and Electronic Engineering (Q2); Electronic, Optical and Magnetic Materials (Q2); Materials Chemistry (Q2)"
2782;144740;"International Journal of Quality and Reliability Management";journal;"0265671X";0,492;Q1;70;84;187;4201;308;187;1,48;50,01;United Kingdom;"Emerald Group Publishing Ltd.";"Business, Management and Accounting (miscellaneous) (Q1); Strategy and Management (Q2)"
2783;17575;"Law and Policy";journal;"02658240, 14679930";0,491;Q2;36;19;47;1488;56;46;0,90;78,32;United Kingdom;"Blackwell Publishing Inc.";"Law (Q2); Sociology and Political Science (Q2)"
2784;21100782252;"BMJ Innovations";journal;"20558074, 2055642X";0,491;Q2;7;33;67;927;92;49;1,88;28,09;United Kingdom;"BMJ Publishing Group";"Medicine (miscellaneous) (Q2)"
2785;21100469364;"Surface Topography: Metrology and Properties";journal;"2051672X";0,491;Q2;10;20;147;726;251;142;2,05;36,30;United Kingdom;"IOP Publishing Ltd.";"Instrumentation (Q2); Materials Chemistry (Q2); Process Chemistry and Technology (Q2); Surfaces, Coatings and Films (Q2)"
2786;21100438074;"Journal of Modelling in Management";journal;"17465672, 17465664";0,491;Q2;18;37;84;2199;121;79;1,48;59,43;United Kingdom;"Emerald Group Publishing Ltd.";"Decision Sciences (miscellaneous) (Q2); Management Science and Operations Research (Q2); Strategy and Management (Q2)"
2787;22651;"Human and Ecological Risk Assessment (HERA)";journal;"15497860, 10807039";0,490;Q2;58;137;355;6733;521;341;1,50;49,15;United Kingdom;"Taylor & Francis";"Pollution (Q2); Ecological Modeling (Q3); Health, Toxicology and Mutagenesis (Q3)"
2788;5700169289;"Journal of Sexual Aggression";journal;"13552600, 17426545";0,490;Q3;28;29;92;1324;68;82;0,67;45,66;United Kingdom;"Taylor & Francis";"Behavioral Neuroscience (Q3)"
2789;21100409888;"PsyCh Journal";journal;"20460260";0,490;Q2;7;43;80;1512;88;77;1,16;35,16;United Kingdom;"John Wiley and Sons Ltd";"Psychology (miscellaneous) (Q2)"
2790;25305;"SAR and QSAR in Environmental Research";journal;"1062936X, 1029046X";0,490;Q2;42;62;166;2990;322;164;2,22;48,23;United Kingdom;"Taylor & Francis";"Medicine (miscellaneous) (Q2); Bioengineering (Q3); Drug Discovery (Q3); Molecular Medicine (Q3)"
2791;15590;"Financial Markets, Institutions and Instruments";journal;"14680416, 09638008";0,490;Q1;19;8;29;370;22;28;0,89;46,25;United Kingdom;"Blackwell Publishing Inc.";"Economics, Econometrics and Finance (miscellaneous) (Q1); Finance (Q2)"
2792;5600155023;"Ethnography";journal;"14661381, 17412714";0,490;Q1;34;39;85;1357;79;80;0,80;34,79;United Kingdom;"SAGE Publications";"Anthropology (Q1); Cultural Studies (Q1); Arts and Humanities (miscellaneous) (Q2)"
2793;17906;"Seminars in Ultrasound, CT and MRI";journal;"08872171";0,489;Q3;41;36;163;1359;217;144;1,16;37,75;United Kingdom;"W. B. Saunders Co., Ltd.";"Radiology, Nuclear Medicine and Imaging (Q3)"
2794;12100156088;"Critical Inquiry in Language Studies";journal;"15427587";0,489;Q1;7;20;39;794;33;39;0,77;39,70;United Kingdom;"Routledge";"Language and Linguistics (Q1); Linguistics and Language (Q1); Education (Q2)"
2795;34587;"International Journal of Polymeric Materials and Polymeric Biomaterials";journal;"00914037, 1563535X";0,489;Q2;27;162;326;4776;610;325;2,11;29,48;United Kingdom;"Taylor & Francis";"Analytical Chemistry (Q2); Chemical Engineering (miscellaneous) (Q2); Polymers and Plastics (Q2)"
2796;5800207581;"Translator";book series;"13556509";0,489;Q1;18;30;67;1132;37;58;0,39;37,73;United Kingdom;"Taylor & Francis";"Language and Linguistics (Q1); Linguistics and Language (Q1); Communication (Q2)"
2797;15026;"Flow Measurement and Instrumentation";journal;"09555986";0,489;Q2;46;122;352;3287;586;346;1,60;26,94;United Kingdom;"Elsevier Ltd.";"Computer Science Applications (Q2); Electrical and Electronic Engineering (Q2); Instrumentation (Q2); Modeling and Simulation (Q2)"
2798;21100464557;"Food Science and Nutrition";journal;"20487177";0,489;Q2;10;139;151;5228;230;150;0,98;37,61;United Kingdom;"John Wiley and Sons Ltd";"Food Science (Q2)"
2799;79319;"Expert Review of Medical Devices";journal;"17434440";0,488;Q2;51;103;259;5609;499;237;2,02;54,46;United Kingdom;"Taylor & Francis";"Biomedical Engineering (Q2); Medicine (miscellaneous) (Q2); Surgery (Q2)"
2800;21100338761;"Israel Journal of Health Policy Research";journal;"20454015";0,488;Q2;11;70;169;1971;147;108;1,49;28,16;United Kingdom;"BioMed Central";"Health Policy (Q2); Public Health, Environmental and Occupational Health (Q2)"
2801;16601;"Ethnos";journal;"00141844, 1469588X";0,487;Q1;29;80;118;2068;129;100;1,36;25,85;United Kingdom;"Routledge";"Anthropology (Q1); Archeology (Q1); Arts and Humanities (miscellaneous) (Q2)"
2802;29514;"Radiation Protection Dosimetry";journal;"01448420";0,487;Q2;61;278;1238;5794;952;1216;0,73;20,84;United Kingdom;"Oxford University Press";"Medicine (miscellaneous) (Q2); Radiation (Q2); Public Health, Environmental and Occupational Health (Q3); Radiological and Ultrasound Technology (Q3); Radiology, Nuclear Medicine and Imaging (Q3)"
2803;21100229246;"Agroecology and Sustainable Food Systems";journal;"21683573, 21683565";0,486;Q2;31;68;185;3024;225;151;1,20;44,47;United Kingdom;"Taylor and Francis Ltd.";"Agronomy and Crop Science (Q2); Development (Q2); Renewable Energy, Sustainability and the Environment (Q3)"
2804;4000148703;"British Journal of Learning Disabilities";journal;"13544187, 14683156";0,485;Q1;30;35;122;1087;113;119;0,63;31,06;United Kingdom;"Blackwell Publishing Inc.";"Pediatrics (Q1); Psychiatric Mental Health (Q2)"
2805;200147133;"International Journal of Lifelong Education";journal;"02601370, 1464519X";0,485;Q2;34;54;140;2216;122;122;0,86;41,04;United Kingdom;"Taylor & Francis";"Education (Q2); E-learning (Q2); Life-span and Life-course Studies (Q2)"
2806;25974;"Social History";journal;"14701200, 03071022";0,484;Q1;23;19;78;1730;25;67;0,31;91,05;United Kingdom;"Taylor & Francis";"History (Q1)"
2807;20500195101;"European Journal of Environmental and Civil Engineering";journal;"21167214, 19648189";0,484;Q2;18;237;268;2970;277;221;1,25;12,53;United Kingdom;"Taylor and Francis Inc.";"Civil and Structural Engineering (Q2); Environmental Engineering (Q2)"
2808;5700154184;"Legal Theory";journal;"14698048, 13523252";0,484;Q1;22;12;33;337;22;33;0,55;28,08;United Kingdom;"Cambridge University Press";"Philosophy (Q1); Law (Q2)"
2809;19700201414;"Journal of Research in Interactive Marketing";journal;"20407122";0,484;Q2;24;25;54;1520;126;53;1,81;60,80;United Kingdom;"Emerald Group Publishing Ltd.";"Marketing (Q2)"
2810;21100854130;"BMJ Open Gastroenterology";journal;"20544774";0,483;Q3;4;0;8;0;15;8;1,88;0,00;United Kingdom;"BMJ Publishing Group";"Gastroenterology (Q3)"
2811;29947;"Journal of Chemotherapy";journal;"1120009X";0,483;Q2;45;74;235;2082;258;214;1,21;28,14;United Kingdom;"Maney Publishing";"Medicine (miscellaneous) (Q2); Infectious Diseases (Q3); Oncology (Q3); Pharmacology (Q3); Pharmacology (medical) (Q3)"
2812;35022;"Clinical Medicine";journal;"14702118";0,483;Q2;45;171;625;2543;456;451;0,92;14,87;United Kingdom;"Royal College of Physicians";"Medicine (miscellaneous) (Q2)"
2813;100147301;"CESifo Economic Studies";journal;"1610241X";0,483;Q2;23;21;85;952;80;84;0,96;45,33;United Kingdom;"Oxford University Press";"Economics and Econometrics (Q2); Geography, Planning and Development (Q2)"
2814;22172;"Genetical Research";journal;"00166723, 14695073";0,483;Q2;64;5;54;131;52;45;1,31;26,20;United Kingdom;"Cambridge University Press";"Medicine (miscellaneous) (Q2); Genetics (Q4)"
2815;29634;"Journal of Negative Results in BioMedicine";journal;"14775751";0,483;Q2;19;15;61;483;57;59;1,02;32,20;United Kingdom;"BioMed Central";"Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q2); Medicine (miscellaneous) (Q2); Pharmacology, Toxicology and Pharmaceutics (miscellaneous) (Q2)"
2816;4400151731;"Future Cardiology";journal;"14796678";0,483;Q3;27;65;243;2800;239;185;1,44;43,08;United Kingdom;"Future Medicine Ltd.";"Cardiology and Cardiovascular Medicine (Q3); Molecular Medicine (Q4)"
2817;21100244205;"Case Studies in Engineering Failure Analysis";journal;"22132902";0,483;Q2;8;25;70;409;104;70;1,39;16,36;United Kingdom;"Elsevier Limited";"Safety, Risk, Reliability and Quality (Q2)"
2818;145406;"Art Therapy";journal;"07421656";0,482;Q1;22;22;94;357;85;72;1,20;16,23;United Kingdom;"Taylor & Francis";"Complementary and Manual Therapy (Q1); Clinical Psychology (Q2)"
2819;19716;"Canadian Entomologist";journal;"0008347X";0,482;Q2;37;79;208;2618;199;205;0,88;33,14;United Kingdom;"Cambridge University Press";"Insect Science (Q2); Ecology, Evolution, Behavior and Systematics (Q3); Molecular Biology (Q4); Physiology (Q4); Structural Biology (Q4)"
2820;5800207756;"International Journal of Multilingualism";journal;"14790718";0,482;Q1;13;38;84;1263;66;81;0,60;33,24;United Kingdom;"Routledge";"Language and Linguistics (Q1); Linguistics and Language (Q1)"
2821;16730;"Aquatic Ecosystem Health and Management";journal;"15394077, 14634988";0,482;Q2;35;45;158;1613;121;142;1,10;35,84;United Kingdom;"Taylor & Francis";"Ecology (Q2); Management, Monitoring, Policy and Law (Q2); Aquatic Science (Q3)"
2822;5700162193;"Leiden Journal of International Law";journal;"09221565, 14789698";0,482;Q2;26;48;146;2547;66;139;0,48;53,06;United Kingdom;"Cambridge University Press";"Law (Q2); Political Science and International Relations (Q2)"
2823;12505;"Ecology of Food and Nutrition";journal;"15435237, 03670244";0,482;Q2;26;34;113;1379;148;109;1,28;40,56;United Kingdom;"Taylor & Francis";"Ecology (Q2); Food Science (Q2); Medicine (miscellaneous) (Q2)"
2824;29228;"International Journal of Occupational and Environmental Health";journal;"10773525";0,482;Q3;44;10;135;414;168;123;1,02;41,40;United Kingdom;"Maney Publishing";"Public Health, Environmental and Occupational Health (Q3)"
2825;26522;"Meditteranean Politics";journal;"13629395";0,482;Q2;23;62;105;1420;101;97;1,09;22,90;United Kingdom;"Frank Cass Publishers";"Geography, Planning and Development (Q2); Political Science and International Relations (Q2)"
